0.497818,1.04814,0.890063,1.06063,1.16037,0.898582,0.517592,1.45298,1.02166,1.69503,2.01354,1.47666,1,0,139.0830053,112.0314345,7.720560603,366.1649996
-0.04193,2.22323,1.45597,0.872025,1.31813,0.920264,1.40112,1.3965,1.09728,1.40507,1.79525,1.61423,1,0,10.57357754,26.49561848,0.116036625,587.8147674
0.61627,1.37388,1.45165,0.705144,1.19097,1.79662,0.50497,1.69152,0.547873,1.54772,1.63078,1.8912,1,0,44.94646798,17.00847586,0,563.3340261
1.29085,1.97644,1.02107,1.09833,0.508196,0.266565,1.31895,-0.0667756,1.34204,1.88628,1.84253,1.32546,1,0,20.83614914,27.7679657,1.431441692,574.9644435
1.34094,0.70811,1.49158,1.45324,1.31829,1.48729,1.61212,0.824597,-0.00676511,1.64764,1.78869,1.62646,1,0,348.4272048,75.87385945,14.02243059,186.6765052
2.88729,2.18806,1.3945,1.46477,1.7721,1.67481,0.382024,0.764629,1.54958,2.12747,1.76317,1.53159,1,0,79.71580166,93.78490778,62.84131801,388.6579726
1.69872,0.839822,1.32435,0.832138,1.15944,0.859594,0.486852,0.812158,0.631733,1.42996,1.65288,1.75757,1,0,31.31717901,1.268027123,0,593.0773929
1.27772,1.01765,1.64827,1.3628,0.624485,0.80428,0.346512,1.31752,1.06807,1.71879,1.37494,1.35118,1,0,299.8712262,69.74606698,4.358867327,251.0238395
1.34951,2.30449,2.19425,1.43882,0.390383,1.65106,1.00154,1.38212,1.75203,1.90126,1.93211,1.69226,1,0,10.63537056,601.9641823,9.753652801,2.646794363
1.99381,1.61324,1.7967,0.565568,1.7441,0.672099,1.21739,0.341687,1.50016,1.78604,1.86046,1.73713,1,0,223.8662728,2.216769191,5.819719621,393.0972384
0.429916,0.857945,1.15243,-0.174126,0.71979,1.35937,0.543913,1.16104,0.716668,1.80166,2.04493,1.68493,1,0,86.10102765,74.32078264,0,465.0950542
1.13352,1.79165,0.958145,1.4972,1.50763,1.29603,0.654618,1.7198,0.496807,1.49847,1.58133,1.68486,1,0,113.3167774,107.24769,2.948934777,401.4865979
0.554523,1.42328,0.747352,1.33364,0.487397,1.59736,1.19967,1.08266,1.7257,1.79705,2.07378,1.83378,1,0,61.59983912,102.760265,17.35129288,443.288603
1.31399,1.36585,1.07145,1.61789,1.18345,1.21908,1.43237,1.39406,0.501937,1.44054,1.55833,1.88611,1,0,52.57357476,28.8146941,2.067677805,541.5440533
