1.68167,1.6886,0.192784,2.60681,2.22884,2.35884,1.47621,1.1368,2.76951,1.05218,1.93863,2.75015,1,0,4
1.20348,2.45158,0.714195,2.36987,2.86725,5.12656,0.307938,2.23719,0.592873,0.595851,0.6789,3.10515,1,0,2
5.28815,3.69158,4.28499,2.68103,3.07634,1.83075,1.63732,2.05524,4.21146,2.65901,3.04676,2.98276,1,0,1
1.93048,4.30581,2.26311,4.27187,4.87846,0.167198,0.732762,2.86184,1.97153,0.958386,1.19285,1.15725,1,0,1
4.23722,2.13286,2.68836,1.08636,3.03115,4.20305,2.03205,2.94512,1.01319,2.72544,1.93531,2.81556,1,0,2
2.73866,3.08904,3.52987,0.704788,0.822358,2.14895,1.48441,3.26664,3.38998,2.06907,3.31808,1.83888,1,0,3
3.04977,1.81153,1.96451,2.11138,2.27728,1.46177,2.87986,2.13069,2.59959,1.27199,0.657072,2.07478,1,0,3
3.05187,1.09295,1.60027,2.72929,1.86562,3.78009,3.56499,3.15153,1.78345,1.58522,3.06121,3.02097,1,0,2
2.78326,2.37172,2.2525,2.8078,3.33279,3.20569,0.670456,1.19504,2.73753,1.92887,1.47075,2.8758,1,0,2
4.82759,1.55875,3.06416,3.68625,3.60858,1.79655,1.61164,2.14734,1.48384,2.68311,3.90057,0.73241,1,0,2
0.999073,3.37623,2.56851,1.28692,2.40922,2.76736,0.142824,2.43745,0.446897,2.56583,1.20001,1.73329,1,0,1
2.64569,2.01528,1.48072,2.68564,3.5336,4.42666,1.95282,1.54514,3.18175,2.73238,1.80698,0.842532,1,0,2
2.81976,3.2531,3.51742,2.1995,2.4999,2.20135,2.84173,2.73768,3.87355,3.43128,2.13877,3.88577,1,0,1
2.54413,2.85448,2.78611,0.706391,3.1956,1.53571,1.35363,1.64976,1.58255,1.31129,0.201571,1.97177,1,0,1
2.53031,1.23168,2.20825,2.38875,2.94748,2.08231,1.38185,2.8742,2.7976,1.89462,2.2819,0.603889,1,0,2
3.17236,3.96245,2.23712,0.335604,1.57629,0.374387,2.79414,2.32903,2.47714,2.85264,1.90151,2.0444,1,0,1
2.53982,3.36985,1.89266,1.4801,2.31777,4.13297,1.7767,3.79728,2.50702,2.60528,1.05273,1.66775,1,0,3
4.12648,0.874184,3.30927,1.1095,1.95368,3.05545,1.3407,3.49966,0.356384,2.58279,4.01789,1.31291,1,0,4
1.56161,3.45344,2.16197,1.53693,1.88929,2.58481,2.97359,4.3872,2.28594,1.78421,1.90763,1.49623,1,0,3
2.55804,2.29143,4.48684,3.07781,1.63079,3.85354,1.57864,0.634817,3.52194,2.08779,0.545765,2.7141,1,0,1
2.01568,2.57268,3.17667,1.6363,4.02032,2.14384,1.37642,0.865975,1.74254,1.89105,2.63899,1.38345,1,0,3
2.2712,2.09096,3.68864,2.03751,2.42738,2.07941,1.8839,2.02141,3.9588,2.65569,0.509035,2.09729,1,0,4
3.90422,3.37201,3.42421,3.18325,2.44761,2.1771,3.82392,2.35701,0.538923,1.0145,2.00261,1.01057,1,0,3
2.0723,2.14439,0.819042,3.78499,1.12715,0.708645,0.418782,0.890097,3.01358,2.23922,3.89409,2.27717,1,0,2
0.436114,3.57452,3.39178,2.32801,3.09027,0.0633315,1.39767,2.63097,2.99998,1.67263,2.28165,2.69706,1,0,2
2.89598,2.91835,2.59035,3.14785,2.52917,2.55435,1.3161,1.99137,2.50767,1.59375,1.45012,1.2433,1,0,1
1.956,4.15387,2.34176,1.5703,2.45861,1.68054,2.55833,1.13509,1.39529,3.17867,1.64594,0.400033,1,0,1
2.35499,2.15162,2.12243,3.44339,2.24469,2.4364,2.24321,2.54268,1.95995,1.8095,1.46538,0.0347127,1,0,2
2.61795,2.23258,2.29868,3.94573,1.54991,2.21805,1.58199,2.12905,0.0724514,1.55838,2.73386,3.00965,1,0,4
3.19616,3.78419,0.935704,1.86491,1.02501,3.33493,2.16595,3.10566,2.26935,3.7822,1.56319,1.91535,1,0,1
2.43025,2.17198,2.535,1.14023,2.13819,2.35451,2.15975,1.2633,2.68391,2.24906,0.990249,1.58106,1,0,3
2.9602,2.39762,2.96844,0.91758,2.39162,0.639357,-0.753071,3.6643,-0.107157,0.901657,1.04814,1.01841,1,0,1
4.22644,2.59095,2.59666,4.3444,1.17619,1.92534,1.83637,1.31493,1.62257,2.60649,1.80313,1.78545,1,0,1
3.68551,1.3459,0.878699,3.20954,1.48007,2.98335,2.94018,2.16532,2.14541,2.24144,4.9708,2.07123,1,0,2
2.72829,2.44286,4.09017,1.93158,1.47138,2.85782,2.57674,2.70574,2.3275,3.08448,3.88448,2.13745,1,0,1
1.33162,1.23939,4.1964,4.04427,2.79554,1.92469,1.7366,2.53627,2.55665,2.71825,1.54134,3.38518,1,0,2
3.21967,2.00873,1.89276,2.92804,3.47448,4.0696,1.15351,1.05007,1.26015,0.571832,2.85402,3.08758,1,0,1
3.35477,1.97925,3.38708,3.52608,3.08057,1.88828,2.642,0.997405,2.59012,1.88739,3.12906,1.03125,1,0,2
3.12726,1.92575,2.16103,2.22212,3.93297,0.386395,1.71373,2.50477,1.33586,2.26604,3.38785,2.03595,1,0,1
3.63805,2.57937,0.243931,2.36214,2.16671,2.0032,1.29329,3.32593,1.90757,1.66284,1.63392,2.6168,1,0,1
1.62664,3.55579,1.36585,1.17123,1.67067,3.94127,1.22518,2.88843,1.90423,1.45021,2.21083,2.00343,1,0,2
2.62693,1.93353,2.34717,4.19927,5.51154,4.37336,2.0728,2.1696,1.45197,2.93256,1.38312,2.18568,1,0,2
1.07366,1.3441,3.16064,0.955037,3.90547,2.06938,1.04553,1.83467,2.08198,2.10294,0.40351,1.32787,1,0,1
4.04305,2.78918,3.55409,2.55518,0.679047,2.07527,1.3746,3.63924,0.701666,0.824105,1.86152,2.61458,1,0,1
1.51246,3.40155,2.2648,2.39124,0.81794,2.53199,3.22258,3.18895,2.4574,2.09158,1.75646,1.13484,1,0,3
3.4232,1.48043,3.11411,4.97493,3.11203,2.63704,2.82811,3.43578,2.94642,1.55816,1.77553,2.02741,1,0,3
3.22958,2.22981,2.02355,2.77117,1.51141,1.68715,2.02843,1.89845,3.93627,2.95369,1.94674,2.79384,1,0,3
2.65383,2.40603,0.307383,4.40339,2.32781,3.21223,1.13493,1.53945,1.70141,2.83475,2.32589,2.2104,1,0,2
3.51751,2.39149,3.07759,2.18352,3.65471,2.38324,2.70749,2.20023,3.47862,2.04791,2.11289,1.42723,1,0,1
3.89258,3.52571,2.78779,3.09246,1.98424,4.05607,4.39944,2.49534,2.44698,3.50768,0.733697,3.04564,1,0,1
2.00151,2.49689,3.71005,1.5045,3.06526,2.46016,1.90633,0.623026,1.90418,0.126958,1.76712,1.34871,1,0,3
0.705198,2.47533,3.4493,1.50989,-0.256357,2.98533,3.29865,4.16591,4.47409,2.66684,2.26452,1.69021,1,0,2
2.23063,2.83191,2.70521,1.27675,2.6089,1.35773,3.55652,1.89947,1.53221,1.47071,0.944165,2.6566,1,0,3
1.99879,4.31846,3.32686,2.5349,2.92617,3.31018,1.91077,0.779972,2.41366,2.98703,1.50002,2.02254,1,0,4
0.801949,2.88081,2.31053,1.83646,2.66609,1.77373,2.62981,3.31303,1.43711,2.61477,2.81963,1.46468,1,0,4
2.51835,3.2319,3.42411,1.10828,2.74863,2.42899,2.56827,2.91543,0.800746,0.0550965,2.9122,1.63931,1,0,1
4.22284,1.22087,2.69499,0.873605,2.78114,3.57008,2.19127,1.72015,1.12478,2.1414,3.71407,2.95992,1,0,4
2.36261,2.11283,1.75088,1.03073,1.88795,2.82915,0.283991,3.14061,2.67093,2.13231,2.25103,1.30712,1,0,3
3.27613,3.72446,3.25388,2.52141,3.79308,2.12091,4.38164,2.63844,0.828873,1.05817,3.28907,3.19613,1,0,1
2.21876,2.98125,1.89866,3.41509,0.917388,2.38617,2.00326,2.05257,3.30183,1.78489,2.99639,2.57455,1,0,4
3.05225,2.6433,4.37563,0.574653,4.40262,3.06519,1.7093,2.25752,0.338588,1.07772,2.32885,3.61378,1,0,1
