0.635377,1.27559,3.36166,1.94521,1.20792,0,1.75556,0.438704,1.4759,3.84188,1.53023,0.849154,1,0,1.253026954,1,1,1,1,1
0.54097,0.36276,3.04535,2.17048,0.774198,0,0.935515,2.48855,1.64825,2.46275,1.85509,1.616,1,0,0.746011479,1,2,1,2,2
0.996968,0.514707,3.02132,3.42807,0.30511,1,1.32465,0.135656,3.74256,2.10211,2.48243,1.67114,1,0,-0.73588715,1,1,2,1,1
2.27643,0.800943,2.5589,1.7447,0.754371,0,2.63505,1.49274,1.67089,1.94263,0.448001,0.642818,1,0,-0.418470988,1,3,1,1,3
2.16827,2.65482,1.84012,2.51436,0.999999,1,1.01556,2.21048,3.69011,2.43522,1.02599,0.58862,1,0,2.983529689,1,1,1,1,3
2.77275,4.1938,3.86121,1.64979,0.209091,0,0.0429643,1.42158,1.09524,1.47,0.978119,1.11832,1,0,0.48774133,2,2,3,1,2
0.467663,0.157894,3.84282,1.4418,0.655624,1,1.02134,0.164812,2.17224,3.59198,0.420999,0.164724,1,0,1.668972276,2,1,1,1,3
2.18463,0.661488,3.94306,2.80094,1.36192,0,1.0001,1.70007,0.434918,2.50401,2.30977,2.75571,1,0,0.72374722,2,2,1,1,2
0.890638,1.79116,1.78787,2.97175,0.165072,0,0.252213,0.890795,1.86956,1.28429,0.614707,1.97132,1,0,1.570890478,1,1,1,2,1
0.611436,1.96846,2.62417,3.97994,0.193261,1,2.00045,0.423253,4.17417,2.24979,1.56393,3.37922,1,0,-0.128371355,1,1,1,1,2
3.53656,1.60893,4.14999,2.34507,0.293447,1,2.58904,0.227908,3.15112,1.07651,1.51206,0.666068,1,0,0.909354159,2,1,1,1,3
1.80899,1.56323,1.81265,3.18633,0.468145,1,2.51207,0.647443,1.91134,2.1074,0.699713,1.0554,1,0,2.208314395,1,2,1,2,3
2.81067,0.464093,3.67028,1.91722,0.578868,0,0.254188,0.904657,1.64957,1.68212,2.20882,0.152313,1,0,0.597605483,1,1,3,1,2
0.736862,3.05889,0.832825,2.1187,1.76738,1,1.63146,0.0924154,1.82853,0.527369,0.932479,2.89364,1,0,1.498264016,1,1,1,1,2
1.81333,0.0490267,3.37932,4.11614,0.0589666,1,0.438882,3.04408,0.922752,3.90766,1.05497,3.12157,1,0,1.508750832,2,3,1,2,3
1.06814,0.135081,2.59779,2.0362,1.31478,1,2.51352,0.101405,0.407482,3.09985,0.697455,1.17543,1,0,1.365500047,2,2,1,1,2
3.19102,0.753484,2.3597,2.34977,0.936986,0,1.15841,1.01404,3.29029,2.27951,1.00936,0.579963,1,0,-0.188285305,1,2,2,1,2
1.95461,3.61085,3.01779,2.42334,0.126217,0,0.861442,1.15758,1.78786,3.02013,0.630925,1.51433,1,0,0.527636881,1,3,2,1,2
1.05463,1.69832,3.54435,2.11337,0.850215,1,2.51054,0.639397,3.88059,2.50573,1.4273,1.30322,1,0,1.520306638,2,1,2,1,1
0.122605,1.50119,3.1177,1.17509,0.531822,0,0.127072,0.193637,0.801468,1.90605,0.662535,2.53886,1,0,2.121194659,1,1,1,1,1
2.00147,1.41241,3.61807,3.4376,0.417035,1,0.174089,0.763236,2.40905,3.59416,0.0134773,2.85216,1,0,0.455158959,2,1,2,1,1
2.22888,1.7723,2.793,0.618936,1.3566,0,0.678288,1.23724,3.88285,3.90268,1.68415,2.01792,1,0,0.577129281,1,2,2,1,1
1.57447,2.07005,3.16761,2.83425,0.522241,0,0.793982,2.80394,1.32451,0.839648,1.99294,0.141843,1,0,-1.349058948,1,1,1,1,2
1.59869,1.0925,2.7484,3.63,0.791813,1,0.521662,0.387005,1.02447,0.645497,0.438202,0.747114,1,0,1.060084525,1,2,1,1,3
1.42439,1.57675,3.38043,1.75737,0.222102,1,1.32362,1.40456,2.17144,2.39272,1.59081,1.05422,1,0,-0.711155875,1,2,2,1,2
0.134308,1.82388,1.70414,0.0365824,0.122506,0,0.76384,2.48289,1.68826,3.17687,2.26011,1.47999,1,0,0.704841587,2,1,1,1,2
0.189447,1.79129,3.18863,2.08226,0.750924,0,0.179698,1.72613,0.147084,3.0608,0.876528,3.20439,1,0,0.334768423,1,1,1,1,2
2.05936,3.64651,0.0811465,2.49674,0.37297,0,0.125742,0.449769,1.38117,3.15491,1.43658,0.428611,1,0,2.430588429,1,2,2,2,1
1.57305,0.587585,2.20695,2.29219,1.01647,1,1.90472,2.05865,3.03269,2.63284,1.12321,2.68302,1,0,0.817451272,2,1,1,1,2
3.01211,3.75024,2.03337,2.33221,2.35717,1,3.04246,1.14012,1.79685,1.42469,2.79469,1.61344,1,0,0.740341667,1,3,1,1,2
2.54786,2.72205,3.71868,1.71034,0.786709,0,3.41196,0.264475,2.31506,2.73862,0.0281777,2.21224,1,0,0.49428877,1,1,1,1,2
2.75675,2.22883,2.0146,1.06965,1.81602,0,1.08706,1.49178,3.33661,3.25671,1.31479,0.0562754,1,0,0.453234969,3,2,1,1,3
1.04272,2.99047,2.51305,3.3925,1.95486,1,1.95299,0.117736,1.62994,1.31609,2.30078,1.62136,1,0,1.482309803,1,2,1,1,2
1.66667,1.57047,2.5756,3.07099,0.964707,1,0.0489591,2.67815,1.7077,2.33252,2.08961,1.29645,1,0,-0.688780037,2,2,2,1,2
1.19088,2.58003,3.54365,3.51441,0.624795,1,1.42489,1.73619,2.03075,1.92186,1.20686,1.36331,1,0,1.667265533,2,1,1,1,1
1.27996,2.61344,4.05305,2.31946,0.59255,0,2.83971,0.0825834,1.96546,0.922835,3.19611,0.264761,1,0,0.372700802,1,3,2,1,2
1.61532,2.09073,0.435194,2.42375,0.378342,1,2.25632,0.210125,2.60054,2.84226,1.13639,1.76618,1,0,0.130961386,1,1,1,1,1
0.940874,1.81972,5.06522,2.43692,1.21937,0,0.614525,1.39911,1.42589,2.09397,0.18442,1.98358,1,0,3.750444274,1,1,1,2,2
1.95423,2.04431,3.28108,3.35913,1.08173,1,1.03163,1.3133,0.689882,3.29845,0.782184,0.197055,1,0,1.496406914,2,2,1,1,3
2.19236,0.657621,2.60155,3.22892,1.53035,1,0.772598,2.33674,1.93118,2.38393,0.880752,2.99971,1,0,1.041716251,2,1,2,1,2
3.32044,1.63933,3.41536,2.37105,1.91975,0,2.5215,2.43872,3.42896,3.57814,1.0006,1.13811,1,0,1.843506009,2,1,1,1,3
1.34229,3.55436,1.68243,3.02139,0.233263,1,0.872069,1.21082,0.785589,2.4486,1.10171,3.08677,1,0,2.101836312,2,1,1,1,2
0.308481,2.1061,3.51868,3.88962,0.411005,0,0.0173425,0.650453,2.67406,2.14133,0.121893,1.69721,1,0,1.551560355,1,1,1,1,1
2.9274,2.06856,1.61911,2.61958,3.45832,1,2.9537,2.12771,2.49989,1.16289,1.97173,1.33154,1,0,0.922152389,1,2,1,1,2
0.288377,3.29795,2.25086,4.91598,0.695594,1,1.63937,1.24416,3.55714,0.196213,0.246498,1.10892,1,0,0.252585308,2,2,1,1,2
1.6304,2.99424,1.14266,3.28719,0.634705,0,1.14718,1.01111,1.96332,0.531081,2.34212,2.46486,1,0,-0.181953704,1,2,1,1,2
1.49315,1.69944,2.25827,2.77731,1.46095,1,2.41066,1.42344,3.37553,1.32171,2.53099,2.00855,1,0,-0.576945664,1,1,1,1,2
0.927543,2.13111,3.20632,4.43819,1.37307,1,2.03197,0.785098,2.79147,2.46,1.2873,0.671906,1,0,0.886778093,3,1,3,1,1
3.51666,1.18661,3.2746,0.893276,0.363067,0,0.169797,0.123393,4.19535,1.83417,0.788239,0.851889,1,0,1.920517101,2,1,1,3,1
2.2535,1.29587,2.31055,2.43584,0.495419,1,0.643335,0.975053,1.48345,1.86848,1.07224,1.26372,1,0,1.769789382,2,2,1,1,2
0.700716,2.02213,2.09747,2.84615,0.756814,0,0.537496,2.16175,1.54904,2.93634,2.60695,1.084,1,0,0.264947992,1,1,1,1,2
1.6933,1.55819,2.58805,2.30029,1.12739,0,2.23362,0.993342,2.97959,2.1082,2.54936,1.82435,1,0,2.842119604,1,1,1,1,2
2.8847,1.88433,3.29668,3.2588,1.39911,1,0.739024,0.00567504,2.18843,2.06069,1.9446,0.0364832,1,0,0.551003541,2,1,1,1,1
2.02695,1.36179,3.00324,2.75749,0.013153,0,0.322616,0.334822,0.996497,2.74605,0.736767,3.05984,1,0,-1.105387798,2,1,1,1,2
2.00664,1.65609,2.11451,2.31092,0.0341866,1,1.19118,0.134322,2.38468,2.51949,2.1545,1.13103,1,0,0.467182722,2,1,1,2,1
2.85449,1.91738,1.686,1.49493,0.926497,1,1.16669,0.321499,1.85604,2.28981,2.01578,1.05931,1,0,2.128855709,1,1,1,1,2
2.88313,2.01716,2.02204,3.21843,0.267357,1,2.52461,2.66537,2.60923,0.460062,1.74809,2.15595,1,0,2.775404215,1,1,2,1,2
1.81202,1.53776,2.66428,3.28067,0.0617894,0,1.66364,0.332082,3.04936,2.53656,1.83819,1.12309,1,0,3.52333657,1,1,1,1,1
1.46243,0.546833,3.26495,2.21982,0.439169,0,2.30982,1.49817,4.19774,1.26986,0.761739,3.24853,1,0,1.200072769,2,1,3,1,2
2.34943,4.22224,0.722596,2.87195,1.90928,1,0.62301,1.33518,2.98666,2.01267,0.173271,2.64559,1,0,2.01086737,2,2,1,2,3
2.17841,2.8155,3.21588,4.87707,0.621228,1,0.337794,0.730386,0.441945,3.53273,0.118294,0.746015,1,0,1.379300542,1,1,1,1,1
1.91829,1.47755,2.64677,2.80052,0.851148,0,0.78934,2.31759,2.08356,2.07452,1.18262,1.24955,1,0,2.658355748,2,1,1,1,2
2.3742,0.220699,2.54944,3.46516,0.509965,0,0.0745088,1.885,0.255581,0.167551,1.48486,2.39307,1,0,0.603520142,2,1,2,2,2
1.73178,2.65991,3.12548,2.67655,0.559206,1,2.0406,0.141694,1.44368,2.84059,1.21394,3.26317,1,0,1.990527603,1,2,1,1,1
2.2182,1.83128,2.2096,2.0299,1.0312,0,1.78425,2.12407,0.32471,3.07103,2.49307,2.11957,1,0,1.523963434,2,2,2,2,2
2.46626,2.92799,3.89532,3.31354,0.176597,1,0.0874368,2.26995,2.19715,1.46637,1.35972,0.903086,1,0,0.716514303,1,3,2,1,2
1.43748,2.81975,2.9901,1.6218,0.619901,0,0.316464,0.563653,0.0387586,3.97369,0.807268,1.97471,1,0,1.720282078,2,1,1,2,1
1.05467,1.69249,3.05694,1.94065,1.04892,0,1.05209,2.05676,2.54525,2.00245,0.263733,0.469035,1,0,1.089982592,1,2,1,1,3
2.99727,1.07789,4.43381,2.551,2.59288,1,0.104721,1.43735,2.60237,0.73057,1.59798,0.546109,1,0,2.651017499,2,3,1,1,2
