0,1,0,0,0,1,0,0,2,1.259885732,3,2,3,3,1,1,0
1,1,0,1,0,1,1,0,1,0.410811178,3,2,3,3,2,1,0
0,1,1,2,2,0,0,0,4,0.1,3,2,2,3,2,1,0
0,1,1,0,1,1,1,1,8,1.235226326,2,1,2,2,1,1,0
0,1,0,2,3,0,0,0,1,0.1,2,2,3,3,1,1,0
1,0,1,1,3,0,1,0,3,1.873453449,3,2,1,3,2,1,0
1,0,0,1,3,1,0,0,2,2.851881518,2,2,2,3,1,1,0
1,0,0,2,1,0,1,0,1,0.1,2,3,1,3,1,1,0
1,1,0,2,1,0,1,0,3,4.224900149,2,2,2,3,1,1,0
1,1,1,2,1,1,0,0,7,0.341326328,2,2,2,3,2,1,0
0,0,1,0,1,1,0,1,0,0.452259659,3,2,1,2,2,1,0
1,1,1,2,3,0,1,0,1,2.95638409,3,3,3,3,2,1,0
0,0,0,1,0,0,0,0,2,2.841653682,2,2,3,3,1,1,0
1,1,1,0,3,0,0,0,2,0.814469647,1,2,2,3,1,1,0
1,0,1,1,1,0,1,0,10,1.407724436,2,3,2,3,1,1,0
1,0,1,2,0,0,0,0,1,1.122272155,3,3,3,3,3,1,0
0,0,0,2,1,0,1,0,0,0.353569038,2,2,3,1,1,1,0
1,0,0,3,2,0,1,0,1,1.552599226,1,2,2,3,2,1,0
1,0,1,1,1,0,0,1,1,1.649936512,3,2,3,2,1,1,0
0,1,0,1,0,0,0,1,0,1.019724277,3,2,2,2,1,1,0
1,0,1,3,0,1,1,1,1,0.1,2,3,3,2,1,1,0
0,0,0,3,3,0,1,0,0,1.421252797,1,3,3,3,1,1,0
0,1,0,3,1,0,0,0,1,0.934539455,3,3,3,3,2,1,0
1,0,0,1,3,0,0,0,1,0.1,3,2,2,1,1,1,0
0,0,0,3,0,0,1,0,0,0.319830547,3,3,2,3,1,1,0
0,0,0,2,0,1,0,1,4,3.214999948,1,2,3,2,1,1,0
1,0,0,2,3,0,1,0,2,2.994583377,2,2,2,3,1,1,0
0,1,1,3,0,1,0,0,2,2.945346351,2,3,3,1,1,1,0
1,0,1,2,0,1,0,0,1,3.190443112,2,1,2,3,1,1,0
0,0,1,3,3,1,1,0,2,2.741306172,1,3,3,3,1,1,0
1,1,1,2,1,1,0,1,13,0.382913259,1,3,3,2,1,1,0
1,0,0,1,2,1,1,0,0,0.947632209,2,3,2,3,3,1,0
