0,1,0,0,0,1,0,0,2,1.282987131,3,2,3,3,1,1,0
1,1,0,1,0,1,1,0,1,0.435093498,3,2,3,3,2,1,0
0,1,1,2,2,0,0,0,4,0.1,3,2,2,3,2,1,0
0,1,1,0,1,1,1,1,8,1.259411442,2,1,2,2,1,1,0
0,1,0,2,3,0,0,0,1,0.1,2,2,3,3,1,1,0
1,0,1,1,3,0,1,0,3,1.897313569,3,2,1,3,2,1,0
1,0,0,1,3,1,0,0,2,2.876407078,2,2,2,3,1,1,0
1,0,0,2,1,0,1,0,1,0.1,2,3,1,3,1,1,0
1,1,0,2,1,0,1,0,3,4.249120424,2,2,2,3,1,1,0
1,1,1,2,1,1,0,0,7,0.365013904,2,2,2,3,2,1,0
0,0,1,0,1,1,0,1,0,0.477129123,3,2,1,2,2,1,0
1,1,1,2,3,0,1,0,1,2.979464837,3,3,3,3,2,1,0
0,0,0,1,0,0,0,0,2,2.865243664,2,2,3,3,1,1,0
1,1,1,0,3,0,0,0,2,0.837924768,1,2,2,3,1,1,0
1,0,1,1,1,0,1,0,10,1.430868397,2,3,2,3,1,1,0
1,0,1,2,0,0,0,0,1,1.145657409,3,3,3,3,3,1,0
0,0,0,2,1,0,1,0,0,0.377278903,2,2,3,1,1,1,0
1,0,0,3,2,0,1,0,1,1.576107225,1,2,2,3,2,1,0
1,0,1,1,1,0,0,1,1,1.673615773,3,2,3,2,1,1,0
0,1,0,1,0,0,0,1,0,1.043616414,3,2,2,2,1,1,0
1,0,1,3,0,1,1,1,1,0.1,2,3,3,2,1,1,0
0,0,0,3,3,0,1,0,0,1.444568669,1,3,3,3,1,1,0
0,1,0,3,1,0,0,0,1,0.95737171,3,3,3,3,2,1,0
1,0,0,1,3,0,0,0,1,0.1,3,2,2,1,1,1,0
0,0,0,3,0,0,1,0,0,0.342424166,3,3,2,3,1,1,0
0,0,0,2,0,1,0,1,4,3.237909118,1,2,3,2,1,1,0
1,0,0,2,3,0,1,0,2,3.01798606,2,2,2,3,1,1,0
0,1,1,3,0,1,0,0,2,2.969174177,2,3,3,1,1,1,0
1,0,1,2,0,1,0,0,1,3.213676823,2,1,2,3,1,1,0
0,0,1,3,3,1,1,0,2,2.765486513,1,3,3,3,1,1,0
1,1,1,2,1,1,0,1,13,0.406421146,1,3,3,2,1,1,0
1,0,0,1,2,1,1,0,0,0.971890835,3,3,2,3,3,1,0
0,0,1,3,0,1,0,0,1,0.1,2,2,2,1,3,1,0
1,0,0,1,2,0,1,0,0,1.856790901,3,1,2,3,1,1,0
0,1,1,1,0,1,0,1,0,1.39602279,2,3,2,2,3,1,0
1,1,1,2,0,1,0,0,1,0.892666814,1,1,3,3,2,1,0
1,1,1,2,0,1,1,1,10,2.443013852,2,3,3,2,2,1,0
1,1,0,1,0,1,1,0,3,1.591511258,2,3,3,1,1,1,0
1,1,0,2,3,0,0,0,1,0.31670725,3,3,2,3,2,1,0
0,1,1,2,2,0,1,0,0,1.045057709,2,2,2,3,3,1,0
0,1,0,1,3,0,1,0,1,0.053104304,1,2,3,3,1,1,0
0,1,1,3,2,0,0,0,2,1.928855753,2,2,3,3,2,1,0
1,0,1,1,1,1,1,0,1,3.117339657,2,3,2,3,2,1,0
0,0,1,3,0,1,1,0,4,2.247791342,2,2,3,1,2,1,0
0,0,0,1,1,1,1,0,1,2.458167063,3,1,3,3,1,1,0
0,1,1,1,1,1,1,0,2,3.198499289,2,3,2,3,1,1,0
0,0,1,0,2,1,0,0,10,0.937567122,2,2,2,3,1,1,0
1,0,1,3,3,1,1,0,2,1.47601301,2,1,3,3,1,1,0
0,1,0,2,3,1,0,0,1,0.841248397,2,2,2,1,3,1,0
1,1,0,0,3,1,0,1,0,0.708770076,3,2,2,2,2,1,0
0,1,1,1,3,0,1,0,0,0.620486109,3,2,2,3,2,1,0
1,1,0,2,0,1,0,1,3,0.1,3,2,3,2,1,1,0
0,1,0,0,0,1,1,0,1,2.918006178,3,2,2,3,1,1,0
1,0,0,1,1,1,1,0,3,1.702085547,2,3,2,3,1,1,0
1,1,1,0,2,1,0,0,0,2.189294642,3,2,2,3,1,1,0
1,0,0,0,0,1,1,0,1,1.99895727,3,1,2,1,2,1,0
1,1,0,2,3,0,1,0,0,0.962581743,3,1,2,1,2,1,0
1,0,0,3,0,1,0,0,4,1.303170573,2,3,3,1,1,1,0
1,1,1,0,3,0,0,1,0,1.819569437,2,1,2,2,2,1,0
0,0,0,0,0,1,1,0,2,2.668659746,3,1,3,1,2,1,0
1,1,0,3,1,0,1,0,1,0.093798976,2,3,3,3,2,1,0
0,0,1,1,3,0,1,0,0,0.1,2,2,3,3,1,1,0
0,0,1,2,0,0,1,0,0,0.036699737,3,2,2,3,2,1,0
1,1,1,1,2,1,0,1,0,2.205643642,3,3,2,2,1,1,0
0,1,0,3,0,0,1,0,1,0.494545939,3,2,3,1,2,1,0
0,1,0,2,2,1,0,0,0,1.599110183,1,2,3,1,1,1,0
0,1,1,2,1,0,1,0,0,1.823618754,2,2,3,3,2,1,0
0,1,1,0,1,1,1,0,1,1.408608968,2,2,2,1,1,1,0
0,1,0,3,1,1,1,0,3,1.037342637,2,3,3,3,1,1,0
1,0,0,0,3,1,0,1,1,1.897687753,2,3,1,2,3,1,0
0,0,1,2,3,0,1,0,3,0.1,3,1,2,3,1,1,0
0,0,1,1,1,1,0,1,1,2.048419626,2,1,3,2,2,1,0
1,0,0,2,2,0,0,0,0,1.031160177,3,3,3,3,1,1,0
1,0,0,0,3,0,0,1,0,0.1,3,3,2,2,2,1,0
1,1,0,3,1,0,1,0,1,1.195207899,3,3,3,3,2,1,0
1,0,1,3,3,0,0,0,1,0.608936223,2,3,3,3,3,1,0
1,1,1,3,3,1,1,0,2,1.269390131,1,3,2,3,2,1,0
0,1,1,3,2,1,1,0,1,2.064940707,2,1,3,3,2,1,0
1,0,0,0,2,1,1,0,0,0.544418806,3,3,1,3,2,1,0
0,1,0,3,1,1,0,1,3,0.836546076,1,3,3,2,1,1,0
1,0,1,3,1,0,1,0,4,3.253244335,3,2,3,3,2,1,0
1,0,0,0,0,0,1,0,1,0.59803588,2,3,1,3,1,1,0
1,1,1,3,3,0,0,1,0,0.241373876,3,3,2,2,3,1,0
1,1,0,0,3,1,0,0,1,2.172410796,3,3,2,3,1,1,0
1,1,0,2,2,1,1,0,1,2.109003801,3,3,3,3,1,1,0
0,0,0,3,3,1,1,0,2,0.1,1,3,2,3,3,1,0
1,0,1,1,2,0,0,0,3,0.737158734,2,3,2,3,3,1,0
1,0,1,1,2,0,1,0,1,2.831478972,3,2,2,3,1,1,0
0,1,0,2,3,0,1,0,0,0.473915098,2,3,1,3,1,1,0
0,0,1,0,1,1,0,0,0,2.033758172,3,2,2,1,1,1,0
0,0,0,1,2,0,0,0,2,0.1,1,2,3,3,1,1,0
0,1,1,3,3,1,1,0,0,1.45519143,3,2,1,3,2,1,0
1,0,0,2,3,0,0,0,0,1.306360613,3,3,2,3,2,1,0
0,1,0,3,3,0,0,0,9,1.919629248,1,3,3,3,1,1,0
0,0,1,1,0,1,1,0,1,0.1,2,2,3,3,2,1,0
1,1,1,2,0,0,1,0,0,2.199531592,3,3,2,3,1,1,0
0,0,1,2,0,1,0,0,0,0.832471723,3,3,3,1,1,1,0
1,1,0,2,3,0,0,1,1,0.658005966,2,2,3,2,2,1,0
1,0,1,3,2,0,0,1,0,0.293920463,2,2,2,2,1,1,0
0,1,1,1,2,1,0,0,5,1.733808058,2,2,3,3,1,1,0
0,0,1,2,2,0,0,0,1,1.65345667,1,1,2,3,1,1,0
1,0,1,3,1,1,1,1,5,1.351383301,2,2,3,2,1,1,0
0,1,1,3,2,1,0,0,2,2.173958017,3,3,3,3,2,1,0
0,0,1,0,2,1,0,0,1,1.426476702,3,1,2,3,2,1,0
1,1,1,2,2,1,1,0,3,0.1,2,1,2,3,1,1,0
1,0,1,1,0,0,1,1,1,1.428056676,3,2,2,2,2,1,0
0,1,0,3,3,0,0,0,1,2.193736725,2,2,1,3,1,1,0
1,1,0,1,0,0,0,1,2,0.1,2,3,2,2,1,1,0
0,1,0,2,1,0,0,0,0,1.725972309,3,2,2,3,2,1,0
0,0,0,0,1,0,0,0,1,1.549898012,2,1,2,3,1,1,0
1,1,1,0,2,1,0,0,4,1.485517374,2,2,2,3,1,1,0
0,0,1,3,3,0,1,0,0,1.410710663,2,2,2,3,2,1,0
1,0,1,0,3,0,1,0,1,1.089341605,1,3,2,3,2,1,0
1,0,1,1,3,1,0,1,0,1.697853204,2,2,3,2,2,1,0
1,0,1,0,3,1,1,1,0,1.253076678,2,2,1,2,2,1,0
0,1,0,0,0,0,0,1,2,1.182514163,2,2,3,2,1,1,0
0,0,0,2,2,1,1,1,0,1.00086847,2,3,1,2,1,1,0
0,0,1,2,3,0,1,0,4,1.534247591,2,2,3,3,1,1,0
1,1,1,2,1,1,0,0,0,1.713515602,2,3,2,1,2,1,0
1,1,1,0,3,0,1,0,3,2.100551687,2,1,2,3,2,1,0
0,0,0,0,3,1,1,0,2,1.12052173,1,2,1,3,1,1,0
1,0,0,3,3,1,0,0,0,0.992111847,3,3,3,3,1,1,0
0,1,1,1,3,0,1,0,7,1.839455955,1,2,3,3,1,1,0
0,1,0,0,2,1,0,0,0,0.107866065,3,3,2,3,3,1,0
0,0,1,0,2,0,1,0,1,2.177108159,2,1,1,3,1,1,0
0,1,0,2,0,0,0,0,9,1.609135113,1,1,3,3,1,1,0
1,0,0,0,0,1,0,1,0,0.026352877,2,2,2,2,1,1,0
1,0,0,1,2,1,1,0,1,4.223212775,1,2,3,1,2,1,0
1,0,1,0,0,1,0,0,1,1.335316601,3,1,2,3,1,1,0
1,1,0,2,0,0,0,1,0,0.524551398,3,3,3,2,2,1,0
0,1,1,1,2,0,1,0,8,1.272050046,2,2,2,3,1,1,0
1,1,0,2,2,0,1,0,1,0.101282577,2,3,3,3,3,1,0
0,0,0,2,1,1,1,0,0,2.292661034,3,3,3,1,2,1,0
1,1,1,1,2,0,1,0,2,0.619771048,1,1,3,1,1,1,0
0,0,1,3,0,0,0,0,1,1.532814565,3,2,3,3,1,1,0
1,1,0,0,3,0,1,0,1,2.156393125,2,3,1,3,3,1,0
1,0,1,2,0,1,1,0,1,1.684071751,3,3,3,1,2,1,0
1,0,1,0,3,1,1,0,1,2.606434334,3,3,2,3,2,1,0
1,0,1,2,3,0,1,0,4,1.53120564,2,2,2,3,1,1,0
0,0,1,0,2,0,0,1,1,1.009135118,3,3,1,2,2,1,0
1,0,1,0,3,0,0,1,1,2.177633267,3,3,2,2,2,1,0
